codigo,tipo,nombre,direccion,comuna_codigo,comuna,region_codigo,region,servicio_salud,dependencia
108407,PSR,Posta de Salud Rural Guzmanes,Calle Sector Guzmanes,05705,Putaendo,05,Valparaíso,Servicio de Salud Aconcagua,Municipal
108406,PSR,Posta de Salud Rural Piguchén (Putaendo),Calle Troncal,05705,Putaendo,05,Valparaíso,Servicio de Salud Aconcagua,Municipal
107414,CESFAM,Centro de Salud Familiar Catapilco,Calle SAN ALFONSO 316,05405,Zapallar,05,Valparaíso,Servicio de Salud Viña del Mar Quillota,Municipal
107355,CESFAM,Centro de Salud Familiar Dr. Johow Zapallar,Calle Pueblo Zapallar,05405,Zapallar,05,Valparaíso,Servicio de Salud Viña del Mar Quillota,Municipal
107354,CESFAM,Centro de Salud Familiar Papudo,Calle El Maitén 19,05403,Papudo,05,Valparaíso,Servicio de Salud Viña del Mar Quillota,Municipal
107431,PSR,Posta de Salud Rural Las Puertas,Calle Sector Las Puertas,05402,Cabildo,05,Valparaíso,Servicio de Salud Viña del Mar Quillota,Municipal
200219,CESFAM,Centro de Salud Familiar Raúl Sánchez Bañados,Calle Papudo 655,05401,La Ligua,05,Valparaíso,Servicio de Salud Viña del Mar Quillota,Municipal
107405,PSR,Posta de Salud Rural Pueblo de Varas,Calle Sector Pueblo de Varas,05401,La Ligua,05,Valparaíso,Servicio de Salud Viña del Mar Quillota,Municipal
107412,PSR,Posta de Salud Rural Pullally,Calle Pueblo de Pullalli,05403,Papudo,05,Valparaíso,Servicio de Salud Viña del Mar Quillota,Municipal
107406,PSR,Posta de Salud Rural Pueblo de Roco,Calle Sector Pueblo de Roco,05401,La Ligua,05,Valparaíso,Servicio de Salud Viña del Mar Quillota,Municipal
107417,PSR,Posta de Salud Rural La Viña,Calle Aldea La Viña,05402,Cabildo,05,Valparaíso,Servicio de Salud Viña del Mar Quillota,Municipal
107416,PSR,Posta de Salud Rural Artificio (Cabildo),Calle Pueblo de Artificio,05402,Cabildo,05,Valparaíso,Servicio de Salud Viña del Mar Quillota,Municipal
107408,PSR,Posta de Salud Rural Las Parcelas,Calle Aldea Las Parcelas,05401,La Ligua,05,Valparaíso,Servicio de Salud Viña del Mar Quillota,Municipal
107429,PSR,Posta de Salud Rural La Canela,Calle Aldea La Canela,05401,La Ligua,05,Valparaíso,Servicio de Salud Viña del Mar Quillota,Municipal
107729,CECOSF,Centro Comunitario de Salud Familiar Pedegua,Calle Calle Principal,05404,Petorca,05,Valparaíso,Servicio de Salud Viña del Mar Quillota,Municipal
107415,PSR,Posta de Salud Rural Alicahue,Calle Caserío Alicahue,05402,Cabildo,05,Valparaíso,Servicio de Salud Viña del Mar Quillota,Municipal
107421,PSR,Posta de Salud Rural Pichicuy,Calle Pueblo Pichicuy,05401,La Ligua,05,Valparaíso,Servicio de Salud Viña del Mar Quillota,Municipal
107404,PSR,Posta de Salud Rural Santa Marta,Calle Aldea Santa Marta,05401,La Ligua,05,Valparaíso,Servicio de Salud Viña del Mar Quillota,Municipal
107409,PSR,Posta de Salud Rural Huaquén (La Ligua),Calle Sector Huaquén,05401,La Ligua,05,Valparaíso,Servicio de Salud Viña del Mar Quillota,Municipal
107407,PSR,Posta de Salud Rural Trapiche,Calle Aldea El Trapiche,05401,La Ligua,05,Valparaíso,Servicio de Salud Viña del Mar Quillota,Municipal
107419,PSR,Posta de Salud Rural Hierro Viejo,Calle Aldea Hierro Viejo,05404,Petorca,05,Valparaíso,Servicio de Salud Viña del Mar Quillota,Municipal
107410,PSR,Posta de Salud Rural Los Molles,Calle Pueblo Los Molles,05401,La Ligua,05,Valparaíso,Servicio de Salud Viña del Mar Quillota,Municipal
107329,CESFAM,Centro de Salud Familiar Chincolco,Calle O'Higgins,05404,Petorca,05,Valparaíso,Servicio de Salud Viña del Mar Quillota,Municipal
105479,PSR,Posta de Salud Rural Guangualí,Calle Santiago Bueras,04203,Los Vilos,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105480,PSR,Posta de Salud Rural Quilimarí,Calle Amador Iglesias,04203,Los Vilos,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105511,PSR,Posta de Salud Rural Los Cóndores,Calle Camino Público,04203,Los Vilos,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105481,PSR,Posta de Salud Rural Tilama,Calle Camino Público Tilama,04203,Los Vilos,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105478,PSR,Posta de Salud Rural Caimanes,Calle Pedro Aguirre Cerda,04203,Los Vilos,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105453,PSR,Posta de Salud Rural Tranquilla,Calle Aldea Tranquilla,04204,Salamanca,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105452,PSR,Posta de Salud Rural Cuncumén(Salamanca),Calle Camino Público Cuncumén,04204,Salamanca,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105492,PSR,Posta de Salud Rural Camisa,Calle Sector Camisa,04204,Salamanca,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105455,CESFAM,Centro de Salud Familiar  Valle Alto,Calle BERNARDO OHIGGINS,04204,Salamanca,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105491,PSR,Posta de Salud Rural Quelén Bajo,Calle Camino único Quelén Bajo,04204,Salamanca,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105456,PSR,Posta de Salud Rural Llimpo,Calle Sector Llimpo,04204,Salamanca,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105504,PSR,Posta de Salud Rural Socavón,Calle Sector Socavón,04201,Illapel,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105458,PSR,Posta de Salud Rural Tahuinco,Calle Aldea Tahuinco,04204,Salamanca,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105445,PSR,Posta de Salud Rural Limáhuida,Calle Sector Limáhuida,04201,Illapel,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105501,PSR,Posta de Salud Rural Arboleda Grande,Calle Camino único Arboleda Grande,04204,Salamanca,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105447,PSR,Posta de Salud Rural Peralillo Illapel,Calle Calle única Peralillo,04201,Illapel,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105487,PSR,Posta de Salud Rural Cañas Uno,Calle Aldea Cañas Uno,04201,Illapel,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105457,PSR,Posta de Salud Rural San Agustín (Salamanca),Calle Aldea San Agustín,04204,Salamanca,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105454,PSR,Posta de Salud Rural Cunlagua,Calle Sector Cunlagua,04204,Salamanca,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105496,PSR,Posta de Salud Rural Pintacura Sur,Calle Sector Pintacura Sur,04201,Illapel,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105486,PSR,Posta de Salud Rural Tunga Sur,Calle Sector Tunga Sur,04201,Illapel,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105326,CESFAM,Centro de Salud Familiar Villa San Rafael de Rozas,Calle Mario Ahumada 50,04201,Illapel,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
200366,CESFAM,Centro de Salud Familiar Urbano de Illapel,Calle El Mirador 211,04201,Illapel,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105449,PSR,Posta de Salud Rural Tunga Norte,Calle Sector Tunga Norte,04201,Illapel,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105493,PSR,Posta de Salud Rural Mincha Sur,Calle Aldea Mincha Norte,04202,Canela,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105443,PSR,Posta de Salud Rural Cárcamo,Calle Sector Cárcamo,04201,Illapel,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105450,PSR,Posta de Salud Rural Mincha Norte,Calle Sector Mincha Norte,04202,Canela,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105444,PSR,Posta de Salud Rural Huintil,Calle Sector Huintil,04201,Illapel,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105484,PSR,Posta de Salud Rural Huentelauquén,Calle Sector Huentelauquén,04202,Canela,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105448,PSR,Posta de Salud Rural Santa Virginia,Calle Sector Santa Virginia,04201,Illapel,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105451,PSR,Posta de Salud Rural Agua Fría,Calle Sector Agua Fría,04202,Canela,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105446,PSR,Posta de Salud Rural Matancilla,Calle Calle única Matancilla,04201,Illapel,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105485,PSR,Posta de Salud Rural Plan de Hornos,Calle Sector Plan de Hornos,04201,Illapel,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105309,CESFAM,Centro de Salud Familiar Canela,Calle Estanislao Ollarzú 350,04202,Canela,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105482,PSR,Posta de Salud Rural Canela Alta,Calle Sector Canela Alta,04202,Canela,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105498,PSR,Posta de Salud Rural Quebrada Linares,Calle Sector Quebrada Linares,04202,Canela,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105497,PSR,Posta de Salud Rural Jabonería,Calle Sector Jabonería,04202,Canela,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105466,PSR,Posta de Salud Rural Valle Hermoso,Calle Valle Hermoso,04302,Combarbalá,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105483,PSR,Posta de Salud Rural Los Rulos,Calle Sector Los Rulos,04202,Canela,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105465,PSR,Posta de Salud Rural Ramadilla,Calle Ramadilla,04302,Combarbalá,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105488,PSR,Posta de Salud Rural Espíritu Santo,Calle Sector Espíritu Santo,04202,Canela,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105422,PSR,Posta de Salud Rural Hornillos,Calle Calle única Hornillos,04301,Ovalle,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105490,PSR,Posta de Salud Rural El Durazno(Combarbalá),Calle Quebrada El Durazno,04302,Combarbalá,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105463,PSR,Posta de Salud Rural Quilitapia,Calle Quilitapia,04302,Combarbalá,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105459,PSR,Posta de Salud Rural Barrancas,Calle Barrancas,04302,Combarbalá,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105460,CECOSF,Centro Comunitario de Salud Familiar Cogotí 18,Calle Cogotí,04302,Combarbalá,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105462,PSR,Posta de Salud Rural El Sauce (Combarbalá),Calle El Sauce,04302,Combarbalá,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105442,PSR,Posta de Salud Rural San Pedro de Quiles,Calle Sector San Pedro de Quiles,04304,Punitaqui,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105464,PSR,Posta de Salud Rural La Ligua,Calle La Ligua,04302,Combarbalá,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105461,PSR,Posta de Salud Rural El Huacho,Calle El Huacho,04302,Combarbalá,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105489,PSR,Posta de Salud Rural Ramadas de Tulahuén,Calle Camino Único Ramadas,04303,Monte Patria,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105433,PSR,Posta de Salud Rural San Lorenzo (Combarbalá),Calle San Lorenzo,04302,Combarbalá,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105435,PSR,Posta de Salud Rural Tulahuén,Calle Calle única Tulahuén,04303,Monte Patria,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105434,PSR,Posta de Salud Rural San Marcos (Combarbalá),Calle Sector San Marcos,04302,Combarbalá,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105508,PSR,Posta de Salud Rural El Parral de Quiles,Calle Sector El Parral de Quiles,04304,Punitaqui,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105441,PSR,Posta de Salud Rural Manquehua,Calle Manquehua,04302,Combarbalá,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105311,CESFAM,Centro de Salud Familiar Chañaral Alto,Calle Bernardo O'Higgins,04303,Monte Patria,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105439,PSR,Posta de Salud Rural Cerro Blanco,Calle Sector Cerro Blanco,04301,Ovalle,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105431,PSR,Posta de Salud Rural Pedregal,Calle Calle única Pedregal,04303,Monte Patria,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105312,CESFAM,Centro de Salud Familiar Carén,Calle Mac-Iver,04303,Monte Patria,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105440,PSR,Posta de Salud Rural Divisadero,Calle Sector Divisadero,04304,Punitaqui,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105428,PSR,Posta de Salud Rural Huatulame,Calle Carretera,04303,Monte Patria,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105308,CESFAM,Centro de Salud Familiar Punitaqui,Calle Carlos Galleguillos,04304,Punitaqui,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105436,PSR,Posta de Salud Rural El Maitén,Calle Calle única El Maitén,04303,Monte Patria,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105318,CESFAM,Centro de Salud Familiar El Palqui,Calle Pedro León Gallo,04303,Monte Patria,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105417,PSR,Posta de Salud Rural Alcones Bajo,Calle Sector Alcones Bajo,04301,Ovalle,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105430,PSR,Posta de Salud Rural Mialqui,Calle Calle única El Mialqui,04303,Monte Patria,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105425,PSR,Posta de Salud Rural Chilecito,Calle Calle única Chilecito,04303,Monte Patria,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105437,PSR,Posta de Salud Rural Chalinga,Calle Sector Chalinga,04301,Ovalle,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105427,PSR,Posta de Salud Rural Hacienda Valdivia,Calle Calle única Hacienda Valdivia,04303,Monte Patria,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105416,PSR,Posta de Salud Rural Camarico (Ovalle),Calle Camino público Camarico,04301,Ovalle,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105432,PSR,Posta de Salud Rural Rapel (Monte Patria),Calle Aldea Rapel,04303,Monte Patria,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105307,CESFAM,Centro de Salud Familiar Monte Patria,Calle Poniu 80,04303,Monte Patria,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105415,PSR,Posta de Salud Rural Barraza,Calle Calle única,04301,Ovalle,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
200367,CECOSF,Centro Comunitario de Salud Familiar Colonia Limarí,"Calle Francisco Barraza, Sector Pueblo Limarí 65",04301,Ovalle,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105324,CESFAM,Centro de Salud Familiar Sotaquí,Calle Camino Al Guindo,04301,Ovalle,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
200258,CECOSF,Centro Comunitario de Salud Familiar Los Copihues,"Calle Río Loa, sector Los Leices",04301,Ovalle,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105419,PSR,Posta de Salud Rural Las Sossas,Calle Calle única,04301,Ovalle,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
200569,CESFAM,Centro de Salud Familiar Fray Jorge,Calle Jorge Edward 543,04301,Ovalle,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105322,CESFAM,Centro de Salud Familiar Marcos Macuada,Calle Covarrubias 260,04301,Ovalle,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105722,CECOSF,Centro Comunitario de Salud Familiar San José de la Dehesa,Calle Soldado Sánchez,04301,Ovalle,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105723,CECOSF,Centro Comunitario de Salud Familiar Limarí,Calle Diaguitas 1328,04301,Ovalle,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105317,CESFAM,Centro de Salud Familiar Jorge Jordán Domic,Calle Magallanes Moure 794,04301,Ovalle,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105315,CESFAM,Centro de Salud Familiar Cerrillos de Tamaya,Calle Cerrillos de Tamaya,04301,Ovalle,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105507,PSR,Posta de Salud Rural Huamalata,Calle Pueblo de Huamalata,04301,Ovalle,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105510,PSR,Posta de Salud Rural Recoleta,Calle Camino Público,04301,Ovalle,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105503,PSR,Posta de Salud Rural Tabaqueros,Calle Camino único Tabaqueros,04305,Río Hurtado,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105413,PSR,Posta de Salud Rural Samo Alto,Calle Calle única Samo Alto,04305,Río Hurtado,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105310,CESFAM,Centro de Salud Familiar Rio Hurtado,Calle Calle Única,04305,Río Hurtado,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105411,PSR,Posta de Salud Rural Las Breas (Río Hurtado),Calle Calle única,04305,Río Hurtado,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105414,PSR,Posta de Salud Rural Serón,Calle Calle única Serón,04305,Río Hurtado,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105409,PSR,Posta de Salud Rural El Chañar,Calle Camino único El Chañar,04305,Río Hurtado,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105410,PSR,Posta de Salud Rural Hurtado,Calle Camino único Hurtado,04305,Río Hurtado,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105321,CESFAM,Centro de Salud Familiar Tongoy,Calle Fundición Norte 127,04102,Coquimbo,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105407,PSR,Posta de Salud Rural Tambillo,Calle Covadonga 22,04102,Coquimbo,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105405,PSR,Posta de Salud Rural Guanaqueros,Avenida Guanaqueros 4850,04102,Coquimbo,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105475,PSR,Posta de Salud Rural Horcón (Paiguano),Calle Calle única sector plaza,04105,Paiguano,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105477,PSR,Posta de Salud Rural Pisco Elqui,Pasaje Los Copihues,04105,Paiguano,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105476,PSR,Posta de Salud Rural Monte Grande,Calle Calle única,04105,Paiguano,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
200499,CESFAM,Centro de Salud Familiar Rural Pan de Azúcar,"Calle Callejón Ripamonti, Pan de Azúcar",04102,Coquimbo,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105471,PSR,Posta de Salud Rural Peralillo Vicuña,Calle Calle Principal,04106,Vicuña,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105469,PSR,Posta de Salud Rural El Tambo (Vicuña),"Calle 22 de Mayo 88, Aldea El Tambo",04106,Vicuña,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105306,CESFAM,Centro de Salud Familiar Jaime Thompson Rodríguez,Calle Balmaceda,04105,Paiguano,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
200538,CESFAM,Centro de Salud Familiar San Isidro Calingasta,"Calle 18 de Septiembre, localidad de Calingasta 101",04106,Vicuña,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105467,PSR,Posta de Salud Rural Diaguitas,"Calle Los Perales 2, Aldea Diaguitas",04106,Vicuña,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105509,PSR,Posta de Salud Rural Gualliguaica,Calle Calle Principal,04106,Vicuña,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
200494,CESFAM,Centro de Salud Familiar El Sauce,"Calle Los Olivos, Sector El Sauce 851",04102,Coquimbo,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
200273,CECOSF,Centro Comunitario de Salud Familiar Punta Mira,Calle Dr. Ramón Gorroño León 2840,04102,Coquimbo,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105468,PSR,Posta de Salud Rural El Molle,Calle Balmaceda,04106,Vicuña,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105401,PSR,Posta de Salud Rural Las Rojas,Calle Principal,04101,La Serena,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105472,PSR,Posta de Salud Rural Rivadavia,Calle O'Higgins 46,04106,Vicuña,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105303,CESFAM,Centro de Salud Familiar San Juan,Calle J.J. Oliver,04102,Coquimbo,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105323,CESFAM,Centro de Salud Familiar Dr. Sergio Aguilar Delgado,Avenida Alessandri 1035,04102,Coquimbo,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105600,COSAM,COSAM Tierras Blancas (CESAM),Calle Linares 895,04102,Coquimbo,04,Coquimbo,Servicio de Salud Coquimbo,Servicio de Salud
105305,CESFAM,Centro de Salud Familiar Tierras Blancas,Calle Linares 915,04102,Coquimbo,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
200607,CESFAM,Centro de Salud Familiar Lila Cortés Godoy,"Calle Regimiento Arica, Tierras Blancas 1405",04102,Coquimbo,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105473,PSR,Posta de Salud Rural Talcuna,Calle Los Álamos,04106,Vicuña,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105304,CESFAM,Centro de Salud Familiar Santa Cecilia,Calle Las Heras 1100,04102,Coquimbo,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105700,CECOSF,Centro Comunitario de Salud Familiar Villa el Indio,Calle Las Lúcumas,04101,La Serena,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105400,PSR,Posta de Salud Rural Algarrobito,Calle Callejón Carlos Mery,04101,La Serena,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105300,CESFAM,Centro de Salud Familiar Cardenal Caro,Avenida 4 Esquinas,04101,La Serena,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105302,CESFAM,Centro de Salud Familiar Pedro Aguirre Cerda,Calle Emilio Bello 918,04101,La Serena,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105313,CESFAM,Centro de Salud Familiar Dr. Emilio Schaffhauser,Avenida Francisco de Aguirre,04101,La Serena,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105474,PSR,Posta de Salud Rural Chapilca,Calle Las Rosas,04106,Vicuña,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105402,PSR,Posta de Salud Rural El Romero,"Calle Ruta al Romero, Aldea Romero",04101,La Serena,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
200402,CECOSF,Centro Comunitario de Salud Familiar Arcos de Pinamar,Calle Salvador Reyes esquina Brillador 2061,04101,La Serena,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105702,CECOSF,Centro Comunitario de Salud Familiar Lambert,Pasaje Ernestina Aguirre 4270,04101,La Serena,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105319,CESFAM,Centro de Salud Familiar Cardenal Raúl Silva Henríquez de La Serena,Avenida La Paz,04101,La Serena,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105301,CESFAM,Centro de Salud Familiar Las Compañías,Calle Esmeralda,04101,La Serena,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105701,CECOSF,Centro Comunitario de Salud Familiar Villa Alemania,Calle Antonio 2834,04101,La Serena,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105325,CESFAM,Centro de Salud Familiar Juan Pablo II (La Serena),Calle Isidora Campaña 3397,04101,La Serena,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105470,PSR,Posta de Salud Rural Huanta,Avenida Elqui 25,04106,Vicuña,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105499,PSR,Posta de Salud Rural Lambert,Calle Calle única,04101,La Serena,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105500,PSR,Posta de Salud Rural Caleta Hornos,Calle Las Palmeras,04104,La Higuera,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105314,CESFAM,Centro de Salud Familiar La Higuera,Avenida La Paz,04104,La Higuera,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105506,PSR,Posta de Salud Rural El Trapiche,Calle Ruta 5 El Trapiche,04104,La Higuera,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
105505,PSR,Posta de Salud Rural Los Choros,Calle San José,04104,La Higuera,04,Coquimbo,Servicio de Salud Coquimbo,Municipal
104411,PSR,Posta de Salud Rural Incahuasi,Calle Luis Pasteur,03301,Vallenar,03,Atacama,Servicio de Salud Atacama,Municipal
104409,PSR,Posta de Salud Rural Carrizalillo (Freirina),Calle Sector Carrizalillo,03303,Freirina,03,Atacama,Servicio de Salud Atacama,Municipal
104414,PSR,Posta de Salud Rural Las Breas (Alto del Carmen),Calle Caserío Canto Las Breas,03302,Alto del Carmen,03,Atacama,Servicio de Salud Atacama,Municipal
104410,PSR,Posta de Salud Rural Cachiyuyo,Calle Dr. Aravena,03301,Vallenar,03,Atacama,Servicio de Salud Atacama,Municipal
104407,PSR,Posta de Salud Rural Conay,Calle Caserío Conay,03302,Alto del Carmen,03,Atacama,Servicio de Salud Atacama,Municipal
104405,PSR,Posta de Salud Rural Domeyko,Calle Pedro Cuadra,03301,Vallenar,03,Atacama,Servicio de Salud Atacama,Municipal
104403,PSR,Posta de Salud Rural San Félix,Calle Aldea de San Félix,03302,Alto del Carmen,03,Atacama,Servicio de Salud Atacama,Municipal
104404,PSR,Posta de Salud Rural El Tránsito,Calle Aldea de El Transito,03302,Alto del Carmen,03,Atacama,Servicio de Salud Atacama,Municipal
104322,CESFAM,Centro de Salud Familiar Alto del Carmen,Calle Jerónimo Godoy 6,03302,Alto del Carmen,03,Atacama,Servicio de Salud Atacama,Municipal
104317,CESFAM,Centro de Salud Familiar Joan Crawford Astudillo,Avenida España,03301,Vallenar,03,Atacama,Servicio de Salud Atacama,Municipal
104316,CESFAM,Centro de Salud Familiar Baquedano,Avenida Perú,03301,Vallenar,03,Atacama,Servicio de Salud Atacama,Municipal
104313,CESFAM,Centro de Salud Familiar Estación,Calle Ramírez,03301,Vallenar,03,Atacama,Servicio de Salud Atacama,Municipal
104315,CESFAM,Centro de Salud Familiar Hermanos Carrera,Avenida Lautaro,03301,Vallenar,03,Atacama,Servicio de Salud Atacama,Municipal
104408,PSR,Posta de Salud Rural Hacienda Ventanas,Calle Sector Hacienda Ventanas,03301,Vallenar,03,Atacama,Servicio de Salud Atacama,Municipal
104314,CESFAM,Centro de Salud Familiar Freirina,Calle Santiago Zavala,03303,Freirina,03,Atacama,Servicio de Salud Atacama,Municipal
104416,PSR,Posta de Salud Rural Jeremías Cortés,Calle Pedro Aguirre Cerda,03304,Huasco,03,Atacama,Servicio de Salud Atacama,Municipal
104319,CESFAM,Centro de Salud Familiar Juan Verdaguer,Calle Maipú,03304,Huasco,03,Atacama,Servicio de Salud Atacama,Municipal
104415,PSR,Posta de Salud Rural Padre Mariano Avellana Lasierra,Calle Canteras Canto del Agua,03304,Huasco,03,Atacama,Servicio de Salud Atacama,Municipal
